"accepted.taxa.name","min_nu.biovol","mn_nu.biovol","mdn_nu.biovol","max_nu.biovol","sd_nu.biovol","n","mn_cells.per.nu","n_sources","w.tsn","level","kingdom","subkingdom","infrakingdom","division","subdivision","phylum","class","subclass","order","family","genus","species"
"Cymbella proxima",3.937668314399,4.09763596915385,4.07592278327621,4.30102999566398,0.151264190784662,4,NA,1,4890,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Cymbella","proxima"
"Cymbella pusilla",2.36172783601759,2.41132791142712,2.41995574848976,2.43933269383026,0.0254052654285564,13,NA,1,4860,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Cymbella","pusilla"
"Cymbella subaequalis",2.51188336097887,2.99651961590345,2.99651961590345,3.48115587082804,0.685379164532046,2,NA,1,4887,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Cymbella","subaequalis"
"Cymbella tumida",3.15014216184856,3.38250414480098,3.36030925137732,3.90848501887865,0.141977249704191,132,NA,1,4871,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Cymbella","tumida"
"Cymbella tumidula",2.74663419893758,3.23406658934116,3.33765889102614,3.42942926438179,0.251716286367726,20,NA,1,4899,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Cymbella","tumidula"
"Cymbella turgidula",2.62117628177504,2.99241279411247,2.96520170102591,3.39462676427221,0.165874194282768,106,NA,1,4872,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Cymbella","turgidula"
"Cymbellonitzschia diluviana",2.40654018043396,2.47232286819587,2.47712125471966,2.55630250076729,0.0395336500786655,14,NA,1,591136,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Cymbellonitzschia","diluviana"
"Dactylococcopsis irregularis",0.323808795527016,0.850666308239124,0.749736315569061,1.23456789763569,0.275152929500404,13,1,3,6450,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Ulvophyceae",NA,"Ulotrichales","Ulotrichaceae","Dactylococcopsis","irregularis"
"Dactylococcopsis smithii",1.2839966563652,1.29185679262325,1.29124498882028,1.30094053648722,0.0080987116661725,4,NA,1,6449,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Ulvophyceae",NA,"Ulotrichales","Ulotrichaceae","Dactylococcopsis","smithii"
"Denticula elegans",2.70156798505593,2.80384491373275,2.80088228531292,2.88649072517248,0.0720026213031449,6,NA,1,5322,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Denticula","elegans"
"Denticula tenuis",1.00432137378264,1.15924521147467,1.10720996964787,1.65801139665711,0.191131635855527,17,NA,1,5326,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Denticula","tenuis"
"Desmarella moniliformis",1.74023121127076,2.19011136771917,2.05348535427985,2.86923171973098,0.276312507298523,41,NA,1,13711,"Species","Protozoa",NA,NA,NA,NA,"Craspedophyta","Craspedophyceae",NA,"Craspedomonadales","Codonosigaceae","Desmarella","moniliformis"
"Desmatractum indutum",2.76821617940455,2.80120024261607,2.79818088392634,2.82621090352375,0.0219548066308605,5,1,1,5983,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Desmatractum","indutum"
"Desmidium aptogonum",4.34556975605639,4.34556975605639,4.34556975605639,4.34556975605639,NA,1,NA,1,8846,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Desmidium","aptogonum"
"Desmidium coarctatum",4.76161214640365,4.76161214640365,4.76161214640365,4.76161214640365,NA,1,NA,1,8852,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Desmidium","coarctatum"
"Desmidium swartzii",3.68124123737559,3.93006913833687,4.04898646069087,4.05997971694416,0.215561374423534,3,1,3,8860,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Desmidium","swartzii"
"Diadesmis confervacea",2.13033376849501,2.57248619196079,2.5949443861005,3.00774777800074,0.223173925405493,258,NA,1,591135,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diadesmidaceae","Diadesmis","confervacea"
"Diadesmis contenta",1.02530586526477,1.50416669734043,1.50514997831991,1.90308998699194,0.172575361164143,163,NA,1,591134,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diadesmidaceae","Diadesmis","contenta"
"Diadesmis perpusilla",0.740362689494244,1.46286201566872,1.57634135020579,2.07188200730613,0.672974065586325,3,NA,1,591217,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diadesmidaceae","Diadesmis","perpusilla"
"Diatoma hiemale",2.37291200297011,2.84976503808337,2.87534597384259,3.22427401429426,0.192151470013274,60,NA,2,3215,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Diatoma","hiemale"
"Diatoma tenue",2.22164892819223,2.49496831529887,2.35372162955191,3.12854142519051,0.36350532179549,5,4.5,2,3236,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Diatoma","tenue"
"Diatoma vulgare",3.11394335230684,3.54089260005381,3.58999425656012,3.91665604586068,0.163256041285225,211,1,2,3219,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Diatoma","vulgare"
"Diatomella balfouriana",2.40993312333129,2.95275364403768,2.99869515831166,3.44963265047007,0.521370064094104,3,NA,1,3331,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Pinnulariaceae","Diatomella","balfouriana"
"Dictyocha speculum",2.84317669628006,4.26761843707253,4.55735017787152,5.2893034907087,0.830626464874804,11,1,1,615928,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Dictyochales","Dictyochaceae","Dictyocha","speculum"
"Dictyosphaerium ehrenbergianum",0.622214022966295,1.70691513747236,1.77374248219764,2.60190505216046,0.840079140569875,30,NA,2,6299,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chlorococcales","Dictyosphaeriaceae","Dictyosphaerium","ehrenbergianum"
"Dictyosphaerium pulchellum",1.62138402848165,2.39980246630539,2.41456159448878,3.17604478310915,0.346300055489891,706,12.645625,5,6298,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chlorococcales","Dictyosphaeriaceae","Dictyosphaerium","pulchellum"
"Didymosphenia geminata",3.66464197555613,4.54538039006611,4.68324521871152,5.02412839772468,0.389614436776491,23,NA,1,591283,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Gomphonemataceae","Didymosphenia","geminata"
"Dimorphococcus lunatus",1.15036340203771,2.67353783363817,2.85548806129606,4.02802872360024,1.01744342481265,19,8.33333333333333,3,6304,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chlorococcales","Dictyosphaeriaceae","Dimorphococcus","lunatus"
"Dinobryon bavaricum",1.39794000867204,2.11290754970338,2.17609125905568,2.9003263594021,0.359086454807992,1148,1.24909090909091,3,1522,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","bavaricum"
"Dinobryon borgei",1.18746096602679,1.58456348537681,1.58586263781552,2.12188798510368,0.261851206081893,1715,NA,1,1542,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","borgei"
"Dinobryon crenulatum",1.84509804001426,2.28105188188257,2.17335122168965,2.69701308993819,0.209668286278276,2007,NA,2,1546,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","crenulatum"
"Dinobryon cylindricum",1.30102999566398,2.03779121942202,2.17609125905568,2.72427586960079,0.341049312724878,624,1.2,4,1530,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","cylindricum"
"Dinobryon divergens",1.39794000867204,2.0647861692217,2.17609125905568,2.92506857074938,0.334986547020833,1277,1.6650296875,5,1534,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","divergens"
"Dinobryon pediforme",2.15490195998574,2.24539648351907,2.17596219679872,2.5910646070265,0.138934580957794,14,NA,1,1537,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","pediforme"
"Dinobryon sertularia",1.51838231554534,2.16571689834826,2.22530928172586,2.96731391828708,0.36546832626522,249,1.36170212765957,7,1517,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","sertularia"
"Dinobryon sociale",1.70122248425656,2.25440291970955,2.17568817272647,2.86628733908419,0.195576999951941,1302,1.45833333333333,5,1525,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","sociale"
"Dinobryon suecicum",1.58586263781552,1.84158727945201,1.75627160864426,2.20071373396401,0.192696280374215,903,NA,1,1538,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Dinobryon","suecicum"
"Diplomitella socialis",1.61401857226306,1.86025202004237,1.82618168921539,2.16136800223497,0.106459898868284,528,NA,1,2156,"Species","Chromista","Chromista",NA,"Haptophyta",NA,NA,"Prymnesiophyceae",NA,"Isochrysidales","Derepyxidaceae","Diplomitella","socialis"
"Diploneis boldtiana",2.81954393554187,3.0736952270191,2.94448267215017,3.52955867302116,0.223961906745916,48,NA,1,4347,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","boldtiana"
"Diploneis elliptica",1.30319605742049,2.89206137001732,3.40568778667278,3.45621415535799,0.863159291149116,50,NA,1,4350,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","elliptica"
"Diploneis interrupta",4.02542876140724,4.0914898586055,4.07118215599008,4.17108257735753,0.0402383950218273,17,NA,1,4340,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","interrupta"
"Diploneis marginestriata",1.80002935924413,1.98669564653421,2.00001737108444,2.11394335230684,0.120904876573646,6,NA,1,193802,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","marginestriata"
"Diploneis oblongella",2.11058971029925,2.73653838981233,2.5077155070507,3.55315454816963,0.593239690061006,10,NA,1,4360,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","oblongella"
"Diploneis oculata",2.30319605742049,2.54641695166789,2.41664050733828,2.94448267215017,0.267223942730748,7,NA,1,4354,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","oculata"
"Diploneis ovalis",3.02530586526477,3.74173316235136,3.80820308939021,4.27531135454181,0.424390120587781,8,NA,1,4357,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","ovalis"
"Diploneis parma",2.24303804868629,3.05487124510634,3.01994668167884,4.24780147751017,0.459327295030975,53,NA,1,4361,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","parma"
"Diploneis peterseni",2.34439227368511,2.36534694426694,2.35024801833416,2.40140054078154,0.0313603061620447,3,NA,1,4362,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","peterseni"
"Diploneis pseudovalis",2.85672889038288,2.92519976245747,2.88252453795488,3.08062648692181,0.0947896751012684,5,NA,1,4363,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","pseudovalis"
"Diploneis puella",1.93500315145365,2.45140727159449,2.4345689040342,3.02201573981772,0.287975709492041,113,NA,2,4335,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","puella"
"Diploneis smithii",1.92427928606188,3.07933606378088,2.99343623049761,3.86492619153901,0.593874905618641,13,NA,1,4328,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","smithii"
"Diploneis subovalis",3.14050804303818,3.45626407420983,3.52633927738984,3.56773196254807,0.131526789662405,17,NA,1,4364,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Diploneidaceae","Diploneis","subovalis"
"Dispora crucigenioides",2.0532321488405,2.54362934914714,2.65056005946024,2.92709583914068,0.446637515119713,3,2.5,3,6381,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chlorococcales","Coccomyxaceae","Dispora","crucigenioides"
"Draparnaldia platyzonata",2.13987908640124,2.13987908640124,2.13987908640124,2.13987908640124,NA,1,NA,1,6695,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chaetophorales","Chaetophoraceae","Draparnaldia","platyzonata"
"Elakatothrix gelatinosa",2.08084646411996,2.37837233678101,2.38400423072875,2.40001963506516,0.0348342370989162,150,2,4,9413,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Elakatothrix","gelatinosa"
"Elakatothrix genevensis",1.70829822927002,1.87711981085206,1.76382983905254,2.30102999566398,0.216157550152948,227,NA,1,9415,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Elakatothrix","genevensis"
"Elakatothrix viridis",1.42763214770566,1.66331910497992,1.71384231423841,1.7979596437372,0.170768686148278,4,1.75,3,9414,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Elakatothrix","viridis"
"Ellerbeckia arenaria",3.75243260926147,3.97881443412369,4.00952968356304,4.13414521988029,0.139104240851463,6,NA,1,591271,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Paraliales","Paraliaceae","Ellerbeckia","arenaria"
"Encyonema auerswaldii",1.75966784468963,2.20905998399881,2.18483052968915,2.78390357927274,0.370194529462298,30,NA,1,591278,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","auerswaldii"
"Encyonema brehmii",1.22788670461367,1.42851498208182,1.47275644931721,1.59439255037543,0.108818565134774,15,NA,1,591279,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","brehmii"
"Encyonema caespitosum",2.65801139665711,2.65801139665711,2.65801139665711,2.65801139665711,NA,1,NA,1,591280,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","caespitosum"
"Encyonema gracile",2.26007138798507,2.43939836960868,2.45939248775923,2.68033551341456,0.13990611260081,12,NA,1,591273,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","gracile"
"Encyonema hebridicum",2.75966784468963,3.16561732255835,3.2027606873932,3.32735893438633,0.116693136938805,17,NA,1,591282,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","hebridicum"
"Encyonema lacustre",1.18184358794477,1.49879800261287,1.68078837539508,1.7481880270062,0.27385244374353,10,NA,1,591284,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","lacustre"
"Encyonema lunatum",1.70757017609794,2.84673553145486,3.12385164096709,3.6954816764902,0.695540467909677,59,NA,1,591267,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","lunatum"
"Encyonema minutum",1.52891670027765,2.30128477591398,2.2911453413595,3.02242837118549,0.288030007047015,738,1,3,591268,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","minutum"
"Encyonema muelleri",2.3747483460101,2.9560473236742,2.94546858513182,3.49899936358015,0.319062991703437,39,NA,1,591269,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","muelleri"
"Encyonema prostratum",2.29225607135648,3.14204419783877,2.931457870689,3.94251997051693,0.454823308740912,45,1,3,591266,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","prostratum"
"Encyonema silesiacum",1.61909333062674,2.5620732371481,2.54654266347813,3.42324587393681,0.366512833169696,328,NA,2,591272,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","silesiacum"
"Encyonema triangulum",2.28103336724773,3.06108065337944,3.06818586174616,3.74162425750381,0.509204766782891,9,NA,1,591275,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Cymbellaceae","Encyonema","triangulum"
"Entomoneis alata",4.01661554755718,4.6210641379425,4.65504998273902,4.90627576680111,0.170778057249357,32,NA,1,193812,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Entomoneidaceae","Entomoneis","alata"
"Entomoneis ornata",3.78940594397754,4.32534471032582,4.30909761741201,4.9187537998008,0.345286604259022,7,1,3,4684,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Entomoneidaceae","Entomoneis","ornata"
"Entomoneis paludosa",3.4804209072267,3.90214478747624,3.91149845016656,4.34476156171426,0.198195461016445,26,1,3,4700,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Surirellales","Entomoneidaceae","Entomoneis","paludosa"
"Epipyxis utriculus",1.95369998034703,1.95369998034703,1.95369998034703,1.95369998034703,NA,1,NA,1,1575,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Dinobryaceae","Epipyxis","utriculus"
"Epithemia adnata",2.48287358360875,3.01646417709283,3.06032002868829,3.41413736218448,0.213924083845419,42,NA,1,591291,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Rhopalodiales","Rhopalodiaceae","Epithemia","adnata"
