"accepted.taxa.name","min_nu.biovol","mn_nu.biovol","mdn_nu.biovol","max_nu.biovol","sd_nu.biovol","n","mn_cells.per.nu","n_sources","w.tsn","level","kingdom","subkingdom","infrakingdom","division","subdivision","phylum","class","subclass","order","family","genus","species"
"Lyngbya martensiana",1.4456042032736,1.83642325604864,1.80685802951882,2.68394713075151,0.276895894413154,29,NA,1,878,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Oscillatoriaceae","Lyngbya","martensiana"
"Lyngbya subtilis",2.44862903643092,2.84826535227345,2.84640515864056,3.12465092116464,0.27144590038935,5,118.66,3,879,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Oscillatoriaceae","Lyngbya","subtilis"
"Lyngbya subtillissima",1.59405979534978,1.59405979534978,1.59405979534978,1.59405979534978,NA,1,NA,1,902,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Oscillatoriaceae","Lyngbya","subtillissima"
"Mallomonas acaroides",2.36172783601759,3.1815253566145,3.35218251811136,3.48825762083762,0.303658561919396,27,NA,1,1599,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","acaroides"
"Mallomonas akrokomas",1.52166101511207,2.051180324595,2.08878797659993,2.47878575173731,0.229458337029795,50,1,3,1618,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","akrokomas"
"Mallomonas caudata",2.69897000433602,3.34988200502541,3.50702377581426,4.12221587827283,0.380039748826228,1111,1,2,1604,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","caudata"
"Mallomonas crassisquama",2.54211112995245,3.00725574924804,2.94967271462668,3.5370991703632,0.17903364131591,666,NA,1,1621,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","crassisquama"
"Mallomonas elongata",2.69897000433602,3.04908341967222,2.69897000433602,3.82118588260885,0.456309249524524,30,NA,1,1625,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","elongata"
"Mallomonas heterospina",2.62342304294349,2.80368964395325,2.81283243976852,2.95369998034703,0.0953194306287847,16,NA,1,1627,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","heterospina"
"Mallomonas tonsurata",2.66837028237007,2.9579583246182,3.00216606175651,3.26810972980848,0.102191554833692,240,NA,1,1612,"Species","Chromista","Chromista",NA,"Chrysophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Synuraceae","Mallomonas","tonsurata"
"Martyana martyi",2.12057393120585,2.6529766865533,2.68255203182796,3.41979058610636,0.310544196843036,28,NA,1,591440,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Martyana","martyi"
"Mastogloia braunii",3.14496629654749,3.14496629654749,3.14496629654749,3.14496629654749,NA,1,1,1,4550,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Mastogloiales","Mastogloiaceae","Mastogloia","braunii"
"Mastogloia elliptica",3.15986784709257,3.46376538103892,3.54481191175778,3.69460519893357,0.185768132522138,15,NA,1,4558,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Mastogloiales","Mastogloiaceae","Mastogloia","elliptica"
"Mastogloia pumila",3.07918124604762,3.15631385632553,3.14612803567824,3.23678909940929,0.0377795032498301,30,NA,1,4562,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Mastogloiales","Mastogloiaceae","Mastogloia","pumila"
"Mastogloia smithii",2.56702636615906,3.10230776738555,3.04397726669471,3.70225816316209,0.318734808712278,50,NA,1,4553,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Mastogloiales","Mastogloiaceae","Mastogloia","smithii"
"Melosira dickiei",3.13225968953104,3.90674462004394,4.02542876140724,4.17155094567675,0.36566648870474,19,NA,1,591320,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","dickiei"
"Melosira herzogii",1.81224469680037,2.01334223944171,1.97025699735239,2.18752072083646,0.116359653712404,20,NA,1,2332,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","herzogii"
"Melosira italica",1.87737134586977,2.84246048358735,2.93651374247889,3.67644759213411,0.486981513775475,21,3.1,2,2333,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","italica"
"Melosira lineata",2.70156798505593,2.99486993885163,2.97772360528885,3.19948091486236,0.117402937546698,17,NA,1,2309,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","lineata"
"Melosira moniliformis",3.63447727016073,4.12302329982685,3.9518000781644,4.80357489181255,0.438497570788485,26,1,2,2293,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","moniliformis"
"Melosira nummuloides",3.13703745478951,3.71003889465526,3.92412415318582,3.97382032435268,0.297802400404206,26,NA,1,2294,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","nummuloides"
"Melosira undulata",4.17840134153376,4.37925062244289,4.43215144064575,4.53952773097134,0.154854354640869,6,NA,1,2315,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","undulata"
"Melosira varians",2.77378644498119,3.59014335486879,3.63608651510307,4.32141199797401,0.307001239607585,1015,1,3,2339,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Melosirales","Melosiraceae","Melosira","varians"
"Meridion anceps",2.5854607295085,2.94351488843162,2.98771590425463,3.10037054511756,0.188019866166263,6,NA,1,591303,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Meridion","anceps"
